timestamp,role,org_size,industry,team_focus,storage_environment,orchestration,ai_usage_frequency,ai_helps_with,ai_adoption,modeling_approach,modeling_pain_points,architecture_trend,biggest_bottleneck,team_growth_2026,education_topic,industry_wish,region
26:11.7,Data Architect,"1,000–10,000",Public sector / Education,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Kimball-style dimensional modeling,"Lack of clear ownership, Tools don’t support good modeling, Pressure to “move fast”",Data mesh / federated ownership,Legacy / technical debt,Stay the same,Semantics / ontologies / knowledge graphs,Fixing problems upstream is expensive,Europe (EU / UK)
26:12.8,Data Engineer,50–199,Healthcare,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",GitHub Actions,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),"Hard to maintain over time, None / modeling is going well",Centralized warehouse,Legacy / technical debt,Not sure,Data modeling,,United States / Canada
27:33.1,Data Engineer,< 50 employees,Finance,Ingestion / pipelines,"Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Databricks Workflows,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Mixed (depends on use case),Lack of clear ownership,Lakehouse,Lack of leadership direction,Stay the same,Architecture patterns,,Latin America
28:38.2,Analytics Engineer,50–199,Tech,"Ingestion / pipelines, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Weekly,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Stay the same,Streaming / event-driven systems,,United States / Canada
28:53.4,Analytics Engineer,"1,000–10,000",Tech,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",No orchestration / ad-hoc,Daily,"Writing Code (SQL, Python, etc)",AI embedded in most workflows,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Lack of leadership direction,Stay the same,Streaming / event-driven systems,,United States / Canada
29:22.7,Data Engineer,"1,000–10,000",Finance,Fighting fires,Mixed/hybrid,No orchestration / ad-hoc,Multiple times per day,Documentation / data discovery,No meaningful adoption yet,Ad-hoc / tables added as needed,Lack of clear ownership,Centralized warehouse,Legacy / technical debt,Shrink,Architecture patterns,,United States / Canada
29:45.1,Data Engineer,< 50 employees,Tech,"Data quality / reliability, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Talent / hiring,Grow,Data modeling,,United States / Canada
30:18.1,Manager / Director / VP,< 50 employees,Tech,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Prefect,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Event-driven architecture,Poor requirements / upstream issues,Not sure,Data modeling,"Data models, and engineering are the foundation of ML and AI. Recent RIFs have both heavily targeted DE teams, while asking for ""better"" ML and ""more"" AI models",United States / Canada
33:12.8,BI LEADER,"1,000–10,000",Tech,"Data modeling / transformation, Analytics / BI",Mixed/hybrid,No orchestration / ad-hoc,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",AI embedded in most workflows,Mixed (depends on use case),Lack of clear ownership,Lakehouse,Poor requirements / upstream issues,Stay the same,Data modeling,,Latin America
33:23.3,Data Engineer,< 50 employees,Tech,"Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Governance / quality checks",Experimenting,Kimball-style dimensional modeling,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Talent / hiring,Stay the same,Data modeling,,Europe (EU / UK)
33:44.4,Manager / Director / VP,50–199,Finance,"Data quality / reliability, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Lambda w/ CRON,Multiple times per day,"Writing Code (SQL, Python, etc)",Experimenting,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Stay the same,Data modeling,,United States / Canada
33:59.5,All of above,< 50 employees,Tech,"Data modeling / transformation, ML / AI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Orchestra,Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",AI embedded in most workflows,Canonical/semantic models,Tools don’t support good modeling,Centralized warehouse,Poor requirements / upstream issues,Grow,Semantics / ontologies / knowledge graphs,"Probably just a better understanding of the basics to enable them to fathom ""what is possible"" and the requirements to achieving that.",United States / Canada
35:30.8,Software Engineer working on data,< 50 employees,Tech,"Data modeling / transformation, ML / AI",Mixed/hybrid,No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Data modeling, Governance / quality checks",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, AI tools produce inconsistent schemas, None / modeling is going well",Centralized warehouse,Legacy / technical debt,Stay the same,Semantics / ontologies / knowledge graphs,,Europe (EU / UK)
36:03.4,Analytics Engineer,"10,000+",Manufacturing / Industrial,"Analytics / BI, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Databricks Jobs,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",No meaningful adoption yet,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Lack of leadership direction,Grow,Semantics / ontologies / knowledge graphs,How multi-faceted and advanced it is. It is hard to do good engineering. ,Europe (EU / UK)
38:46.2,Manager / Director / VP,"10,000+",Public sector / Education,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Infrastructure / platform work, Analytics / BI, Fighting fires",Mixed/hybrid,No orchestration / ad-hoc,Weekly,Governance / quality checks,No meaningful adoption yet,Ad-hoc / tables added as needed,"Lack of clear ownership, Tools don’t support good modeling, Pressure to “move fast”, AI tools produce inconsistent schemas",Not invested in,Lack of leadership direction,Not sure,AI/LLM integration,How valuable it is to get real insights,Europe (EU / UK)
38:52.3,Data Engineer,"10,000+",Tech,"Ingestion / pipelines, Infrastructure / platform work","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging",AI embedded in most workflows,Mixed (depends on use case),"Hard to maintain over time, Tools don’t support good modeling",Lakehouse,Legacy / technical debt,Stay the same,Semantics / ontologies / knowledge graphs,It’s more than just moving data from A to B in hopes it becomes useful as a result,Europe (EU / UK)
38:58.1,Agile Data Coach,< 50 employees,Tech,"Data modeling / transformation, Infrastructure / platform work, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",AgileData.cloud,Multiple times per day,"Documentation / data discovery, Data modeling, Architecture design",Building internal AI platforms,Mixed (depends on use case),Tools don’t support good modeling,Centralized warehouse,Tool complexity,Stay the same,Semantics / ontologies / knowledge graphs,,Europe (EU / UK)
39:13.2,Data Engineer,"1,000–10,000",Finance,"Ingestion / pipelines, Data quality / reliability",Mixed/hybrid,Prefect,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Event-driven architecture,Poor requirements / upstream issues,Shrink,Architecture patterns,,Europe (EU / UK)
39:30.0,Analytics Engineer,< 50 employees,Tech,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",dbt cloud + AWS DMS,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,Kimball-style dimensional modeling,Hard to maintain over time,Centralized warehouse,Legacy / technical debt,Shrink,Career growth / leadership,,Europe (EU / UK)
40:10.8,Data Engineer,200–999,Manufacturing / Industrial,"Ingestion / pipelines, Data modeling / transformation","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",glue jobs scheduler ,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Event-driven modeling,None / modeling is going well,Event-driven architecture,Poor requirements / upstream issues,Not sure,AI/LLM integration,what we are actually doing because it is not visible,Europe (EU / UK)
40:23.2,Data Architect,"10,000+",Retail/e-commerce,"Ingestion / pipelines, Data modeling / transformation","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Building internal AI platforms,Kimball-style dimensional modeling,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Stay the same,AI/LLM integration,,Europe (EU / UK)
40:35.7,Data Engineer,50–199,Tech,"Ingestion / pipelines, ML / AI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dagster,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Governance / quality checks",Building internal AI platforms,Mixed (depends on use case),"Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Lack of leadership direction,Stay the same,Reliability engineering,,United States / Canada
40:37.8,Software Engineer working on data,"1,000–10,000",Tech,"Ingestion / pipelines, Infrastructure / platform work","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Homemade; custom solution to solve dbt's shortcomings,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Legacy / technical debt,Stay the same,Architecture patterns,it's all a people problem,United States / Canada
41:12.6,Data Engineer,200–999,Retail/e-commerce,"Ingestion / pipelines, Analytics / BI",On-prem data warehouse,Airflow,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Kimball-style dimensional modeling,"Hard to maintain over time, Tools don’t support good modeling",Lakehouse,Data quality,Not sure,Data modeling,,Latin America
41:23.0,Manager / Director / VP,"1,000–10,000",Public sector / Education,"Ingestion / pipelines, Analytics / BI",Mixed/hybrid,No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Building internal AI platforms,Mixed (depends on use case),Pressure to “move fast”,Centralized warehouse,Tool complexity,Stay the same,Semantics / ontologies / knowledge graphs,Its depth,United States / Canada
43:52.1,Manager / Director / VP,< 50 employees,Tech,"Infrastructure / platform work, Analytics / BI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Event-driven architecture,Compute costs,Grow,Streaming / event-driven systems,,Latin America
44:09.8,Analytics Engineer,"1,000–10,000",Retail/e-commerce,"Data quality / reliability, Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Kimball-style dimensional modeling,"Pressure to “move fast”, AI tools produce inconsistent schemas",Data mesh / federated ownership,Compute costs,Stay the same,Architecture patterns,,Europe (EU / UK)
